asientocontableid,cuentaid,cuenta,codigocuenta,descripcioncuenta,fechamovimiento,tipoasiento,numero_asiento,secuencia,glosa,sucursal,centrocosto,rutcontraparte,contraparte,descripciondetalle,numerodocumento,tipodocumento,tipomovimiento,fechadocumento,debe,haber,saldofinal,movimientocontableid
129721665,40025640,1104-01 DEUDORES CLIENTES,1104-01,DEUDORES CLIENTES,2026-08-21T00:00:00.000Z,Ingreso,866,8,Of virt u,,,,,,,,,,0,374493.0000,86215811.0000,475928359
129721665,40025640,1104-01 DEUDORES CLIENTES,1104-01,DEUDORES CLIENTES,2026-08-21T00:00:00.000Z,Ingreso,866,9,Of virt u,,,,,,,,,,0,1028160.0000,85187651.0000,475928360
129721665,40025640,1104-01 DEUDORES CLIENTES,1104-01,DEUDORES CLIENTES,2026-08-21T00:00:00.000Z,Ingreso,866,10,Of virt u,,,,,,,,,,0,356762.0000,84830889.0000,475928361
129721665,40025640,1104-01 DEUDORES CLIENTES,1104-01,DEUDORES CLIENTES,2026-08-21T00:00:00.000Z,Ingreso,866,11,Of virt u,,,,,,,,,,0,385560.0000,84445329.0000,475928362
129722480,40025640,1104-01 DEUDORES CLIENTES,1104-01,DEUDORES CLIENTES,2026-08-21T00:00:00.000Z,Ingreso,867,2,Buin deposito cheque/documento,,,,,,,,,,0,63587555.0000,20857774.0000,475930834
129634123,40025640,1104-01 DEUDORES CLIENTES,1104-01,DEUDORES CLIENTES,2026-08-26T00:00:00.000Z,Ingreso,865,1,Of virt u,,,,,,,,,,0,686868.0000,20170906.0000,475665783
129634123,40025640,1104-01 DEUDORES CLIENTES,1104-01,DEUDORES CLIENTES,2026-08-26T00:00:00.000Z,Ingreso,865,2,Of virt u,,,,,,,,,,0,686868.0000,19484038.0000,475665784
129573099,40025640,1104-01 DEUDORES CLIENTES,1104-01,DEUDORES CLIENTES,2026-08-28T00:00:00.000Z,Ingreso,863,1,Of virt u,,,,,,,,,,0,372351.0000,19111687.0000,475456936
129573099,40025640,1104-01 DEUDORES CLIENTES,1104-01,DEUDORES CLIENTES,2026-08-28T00:00:00.000Z,Ingreso,863,2,Of virt u,,,,,,,,,,0,686868.0000,18424819.0000,475456937
129573099,40025640,1104-01 DEUDORES CLIENTES,1104-01,DEUDORES CLIENTES,2026-08-28T00:00:00.000Z,Ingreso,863,3,Of virt u,,,,,,,,,,0,686868.0000,17737951.0000,475456938
129573099,40025640,1104-01 DEUDORES CLIENTES,1104-01,DEUDORES CLIENTES,2026-08-28T00:00:00.000Z,Ingreso,863,4,Of virt u,,,,,,,,,,0,686868.0000,17051083.0000,475456939
129573099,40025640,1104-01 DEUDORES CLIENTES,1104-01,DEUDORES CLIENTES,2026-08-28T00:00:00.000Z,Ingreso,863,5,Of virt u,,,,,,,,,,0,1713600.0000,15337483.0000,475456940
129573099,40025640,1104-01 DEUDORES CLIENTES,1104-01,DEUDORES CLIENTES,2026-08-28T00:00:00.000Z,Ingreso,863,6,Of virt u,,,,,,,,,,0,686868.0000,14650615.0000,475456941
129632214,40025640,1104-01 DEUDORES CLIENTES,1104-01,DEUDORES CLIENTES,2026-08-28T00:00:00.000Z,Ingreso,864,2,Ingresos cencosud retail s.a. 28-08-2026,,,,,,,,,,0,61544804.0000,-46894189.0000,475657314
130124484,40025640,1104-01 DEUDORES CLIENTES,1104-01,DEUDORES CLIENTES,2026-08-31T00:00:00.000Z,Traspaso,286,2,Centralización ventas agosto 2026  - valor total,,,,,,,,,,292252484.0000,0,245358295.0000,477383934
130124484,40025640,1104-01 DEUDORES CLIENTES,1104-01,DEUDORES CLIENTES,2026-08-31T00:00:00.000Z,Traspaso,286,8,Centralización ventas agosto 2026  - valor total,,,,,,,,,,0,20896118.0000,224462177.0000,477384808
,40026540,1104-14 RETENCIÓN FACTORING,1104-14,RETENCIÓN FACTORING,,,,,Acumulado Anterior,,,,,,,,,,148954994.0000,64377128.0000,84577866.0000,
129632214,40026540,1104-14 RETENCIÓN FACTORING,1104-14,RETENCIÓN FACTORING,2026-08-28T00:00:00.000Z,Ingreso,864,4,Ingresos cencosud retail s.a. 28-08-2026,,,,,,,,,,99477.0000,0,84677343.0000,475657318
,40026919,1105-22 VALE VISTA,1105-22,VALE VISTA,,,,,Acumulado Anterior,,,,,,,,,,5000000.0000,5000000.0000,0.0000,
,40025916,1106-04 ANTICIPO PROVEEDORES,1106-04,ANTICIPO PROVEEDORES,,,,,Acumulado Anterior,,,,,,,,,,53429290.0000,34898513.0000,18530777.0000,
,40025648,1106-05 EMPRESAS RELACIONADAS,1106-05,EMPRESAS RELACIONADAS,,,,,Acumulado Anterior,,,,,,,,,,576938318.0000,0,576938318.0000,
129724165,40025648,1106-05 EMPRESAS RELACIONADAS,1106-05,EMPRESAS RELACIONADAS,2026-08-17T00:00:00.000Z,Egreso,2172,2,Sociedad acevedo y rios ltda,,,,,,,,,,20000000.0000,0,596938318.0000,475938474
,40025950,1106-09 PRESTAMOS TRABAJADORES,1106-09,PRESTAMOS TRABAJADORES,,,,,Acumulado Anterior,,,,,,,,,,1700000.0000,200000.0000,1500000.0000,
,40025975,1106-11 ANTICIPO REMUNERACIONES,1106-11,ANTICIPO REMUNERACIONES,,,,,Acumulado Anterior,,,,,,,,,,6450000.0000,6450000.0000,0.0000,
129723796,40025975,1106-11 ANTICIPO REMUNERACIONES,1106-11,ANTICIPO REMUNERACIONES,2026-08-17T00:00:00.000Z,Egreso,2171,2,Anticipos agosto,,,,,,,,,,1100000.0000,0,1100000.0000,475937472
129774259,40025975,1106-11 ANTICIPO REMUNERACIONES,1106-11,ANTICIPO REMUNERACIONES,2026-08-31T00:00:00.000Z,Traspaso,284,12,Centralizaciones de sueldos 082026,,,,,,,,,,0,1100000.0000,0.0000,476101511
,40025996,1106-15 ASIGNACION FAMILIAR,1106-15,ASIGNACION FAMILIAR,,,,,Acumulado Anterior,,,,,,,,,,238893.0000,214611.0000,24282.0000,
129801096,40025996,1106-15 ASIGNACION FAMILIAR,1106-15,ASIGNACION FAMILIAR,2026-08-11T00:00:00.000Z,Egreso,2177,3,Pago previred julio,,,,,,,,,,0,24282.0000,0.0000,476201745
129774259,40025996,1106-15 ASIGNACION FAMILIAR,1106-15,ASIGNACION FAMILIAR,2026-08-31T00:00:00.000Z,Traspaso,284,11,Centralizaciones de sueldos 082026,,,,,,,,,,22634.0000,0,22634.0000,476101510
,40026200,1106-33 PRESTAMO POR COBRAR SOCIOS,1106-33,PRESTAMO POR COBRAR SOCIOS,,,,,Acumulado Anterior,,,,,,,,,,21033620.0000,0,21033620.0000,
129544439,40026200,1106-33 PRESTAMO POR COBRAR SOCIOS,1106-33,PRESTAMO POR COBRAR SOCIOS,2026-08-13T00:00:00.000Z,Egreso,2140,2,Of centra,,,,,,,,,,2000000.0000,0,23033620.0000,475364395
129721201,40026200,1106-33 PRESTAMO POR COBRAR SOCIOS,1106-33,PRESTAMO POR COBRAR SOCIOS,2026-08-24T00:00:00.000Z,Egreso,2167,2,Patricia rios asperti,,,,,,,,,,1000000.0000,0,24033620.0000,475926931
129720988,40026200,1106-33 PRESTAMO POR COBRAR SOCIOS,1106-33,PRESTAMO POR COBRAR SOCIOS,2026-08-25T00:00:00.000Z,Egreso,2165,2,Patricia rios asperti,,,,,,,,,,500000.0000,0,24533620.0000,475926113
129545539,40026200,1106-33 PRESTAMO POR COBRAR SOCIOS,1106-33,PRESTAMO POR COBRAR SOCIOS,2026-08-31T00:00:00.000Z,Egreso,2153,2,Patricia rios asperti,,,,,,,,,,500000.0000,0,25033620.0000,475368041
,40026458,1106-47 MUTUOS POR COBRAR,1106-47,MUTUOS POR COBRAR,,,,,Acumulado Anterior,,,,,,,,,,159000000.0000,61935263.0000,97064737.0000,
,40026825,1106-68 MATERIA PRIMA PRODUCCION EXTERNA,1106-68,MATERIA PRIMA PRODUCCION EXTERNA,,,,,Acumulado Anterior,,,,,,,,,,265459909.0000,232252929.0000,33206980.0000,
,40026826,1106-69 MATERIA PRIMA PRODUCCION PROPIA,1106-69,MATERIA PRIMA PRODUCCION PROPIA,,,,,Acumulado Anterior,,,,,,,,,,33767172.0000,0,33767172.0000,
,40026832,1106-75 SEMILLAS,1106-75,SEMILLAS,,,,,Acumulado Anterior,,,,,,,,,,4232440.0000,0,4232440.0000,
130124990,40026832,1106-75 SEMILLAS,1106-75,SEMILLAS,2026-08-31T00:00:00.000Z,Traspaso,287,0,Centralización compras agosto 2026 - valor neto,,,,,,,,,,2394000.0000,0,6626440.0000,477385049
,40026940,1106-83 PRODUCCION PACKING,1106-83,PRODUCCION PACKING,,,,,Acumulado Anterior,,,,,,,,,,50435300.0000,50435300.0000,0.0000,
,40026833,1107-02 PLANTACION DE ZAPALLOS,1107-02,PLANTACION DE ZAPALLOS,,,,,Acumulado Anterior,,,,,,,,,,3917146.0000,0,3917146.0000,
,40026921,1107-03 INSUMOS PACKING,1107-03,INSUMOS PACKING,,,,,Acumulado Anterior,,,,,,,,,,106283787.0000,63622851.0000,42660936.0000,
130124990,40026921,1107-03 INSUMOS PACKING,1107-03,INSUMOS PACKING,2026-08-31T00:00:00.000Z,Traspaso,287,0,Centralización compras agosto 2026 - valor neto,,,,,,,,,,22840976.0000,0,65501912.0000,477385033
130129219,40026921,1107-03 INSUMOS PACKING,1107-03,INSUMOS PACKING,2026-08-31T00:00:00.000Z,Traspaso,288,1,Provisiones agosto,,,,,,,,,,3053248.0000,0,68555160.0000,477401523
,40025653,1108-01 PAGOS PROVISIONALES,1108-01,PAGOS PROVISIONALES,,,,,Acumulado Anterior,,,,,,,,,,6265142.0000,3457954.0000,2807188.0000,
,40025654,1108-02 IVA CREDITO FISCAL,1108-02,IVA CREDITO FISCAL,,,,,Acumulado Anterior,,,,,,,,,,105662313.0000,105662313.0000,0.0000,
130124990,40025654,1108-02 IVA CREDITO FISCAL,1108-02,IVA CREDITO FISCAL,2026-08-31T00:00:00.000Z,Traspaso,287,0,Centralización compras agosto 2026 - iva crédito fiscal,,,,,,,,,,17070126.0000,0,17070126.0000,477385371
130124990,40025654,1108-02 IVA CREDITO FISCAL,1108-02,IVA CREDITO FISCAL,2026-08-31T00:00:00.000Z,Traspaso,287,3,Centralización compras agosto 2026 - iva crédito fiscal,,,,,,,,,,0,27705.0000,17042421.0000,477385398
,40025976,1108-07 IMPUESTOS POR RECUPERAR,1108-07,IMPUESTOS POR RECUPERAR,,,,,Acumulado Anterior,,,,,,,,,,4484728.0000,0,4484728.0000,
,40026807,1110-12 PROYECTO EN CURSO PACKING,1110-12,PROYECTO EN CURSO PACKING,,,,,Acumulado Anterior,,,,,,,,,,6200000.0000,0,6200000.0000,
,40026823,1110-13 PALLETS,1110-13,PALLETS,,,,,Acumulado Anterior,,,,,,,,,,10917000.0000,0,10917000.0000,
130124990,40026823,1110-13 PALLETS,1110-13,PALLETS,2026-08-31T00:00:00.000Z,Traspaso,287,0,Centralización compras agosto 2026 - valor neto,,,,,,,,,,484000.0000,0,11401000.0000,477385005
,40025671,1111-01 RETIRO SOCIOS,1111-01,RETIRO SOCIOS,,,,,Acumulado Anterior,,,,,,,,,,5000000.0000,0,5000000.0000,
,40025685,1202-01 BIENES RAICES,1202-01,BIENES RAICES,,,,,Acumulado Anterior,,,,,,,,,,100000000.0000,0,100000000.0000,
,40026663,1203-04 MAQUINA HIDROLAVADORA,1203-04,MAQUINA HIDROLAVADORA,,,,,Acumulado Anterior,,,,,,,,,,169722.0000,0,169722.0000,
,40025687,1204-01 VEHICULOS,1204-01,VEHICULOS,,,,,Acumulado Anterior,,,,,,,,,,240733360.0000,0,240733360.0000,
,40025689,1205-01 MAQUINARIAS,1205-01,MAQUINARIAS,,,,,Acumulado Anterior,,,,,,,,,,119622708.0000,0,119622708.0000,
,40026005,1205-03 EQUIPOS COMPUTACIONALES,1205-03,EQUIPOS COMPUTACIONALES,,,,,Acumulado Anterior,,,,,,,,,,1808283.0000,0,1808283.0000,
,40026696,1205-15 CAMARAS DE SEGURIDAD,1205-15,CAMARAS DE SEGURIDAD,,,,,Acumulado Anterior,,,,,,,,,,390200.0000,0,390200.0000,
130124990,40026696,1205-15 CAMARAS DE SEGURIDAD,1205-15,CAMARAS DE SEGURIDAD,2026-08-31T00:00:00.000Z,Traspaso,287,0,Centralización compras agosto 2026 - valor neto,,,,,,,,,,124100.0000,0,514300.0000,477385023
,40026812,1205-21 IMPRESORAS,1205-21,IMPRESORAS,,,,,Acumulado Anterior,,,,,,,,,,163848.0000,0,163848.0000,
,40026834,1205-22 SELLADORA AUTOMATICA,1205-22,SELLADORA AUTOMATICA,,,,,Acumulado Anterior,,,,,,,,,,18961443.0000,0,18961443.0000,
,40026835,1205-23 TRASPALETA 2500 KG,1205-23,TRASPALETA 2500 KG,,,,,Acumulado Anterior,,,,,,,,,,351666.0000,0,351666.0000,
,40026836,1205-24 GRUA HORQUILLA 1,1205-24,GRUA HORQUILLA 1,,,,,Acumulado Anterior,,,,,,,,,,8250000.0000,0,8250000.0000,
,40026837,1205-25 CAMION EN LEASING,1205-25,CAMION EN LEASING,,,,,Acumulado Anterior,,,,,,,,,,69019232.0000,0,69019232.0000,
,40026838,1205-26 TRACTOR,1205-26,TRACTOR,,,,,Acumulado Anterior,,,,,,,,,,29000000.0000,0,29000000.0000,
,40026839,1205-27 PULVERIZADORA,1205-27,PULVERIZADORA,,,,,Acumulado Anterior,,,,,,,,,,2790000.0000,0,2790000.0000,
,40026840,1205-28 PULVERIZADORA NEUMATICA,1205-28,PULVERIZADORA NEUMATICA,,,,,Acumulado Anterior,,,,,,,,,,7590000.0000,0,7590000.0000,
,40026841,1205-29 CONTENEDOR,1205-29,CONTENEDOR,,,,,Acumulado Anterior,,,,,,,,,,5335000.0000,0,5335000.0000,
,40026842,1205-30 DERECHO DE AGUA PARC.1 0.61,1205-30,DERECHO DE AGUA PARC.1 0.61,,,,,Acumulado Anterior,,,,,,,,,,83000000.0000,0,83000000.0000,
,40026136,1207-05 DEPRECIACION ACUMULADA VEHICULOS,1207-05,DEPRECIACION ACUMULADA VEHICULOS,,,,,Acumulado Anterior,,,,,,,,,,0,196738562.0000,-196738562.0000,
,40026245,1207-12 DEPRECIACION ACUMULADA MUEBLES Y EQUIPOS (-),1207-12,DEPRECIACION ACUMULADA MUEBLES Y EQUIPOS (-),,,,,Acumulado Anterior,,,,,,,,,,0,33802.0000,-33802.0000,
,40026843,1207-18 DEPRECIACION ACUMALADA HERRAMIENTAS,1207-18,DEPRECIACION ACUMALADA HERRAMIENTAS,,,,,Acumulado Anterior,,,,,,,,,,0,3864160.0000,-3864160.0000,
,40026844,1207-19 DEPRECIACION ACUMALADA MAQUINARIAS Y EQUIPOS,1207-19,DEPRECIACION ACUMALADA MAQUINARIAS Y EQUIPOS,,,,,Acumulado Anterior,,,,,,,,,,0,53038790.0000,-53038790.0000,
,40026856,1207-20 DEPRECIACION ACUMALADA EQUIPOS,1207-20,DEPRECIACION ACUMALADA EQUIPOS,,,,,Acumulado Anterior,,,,,,,,,,0,880832.0000,-880832.0000,
,40026845,1207-21 DEPRECIACION ACUMALADA EQUIPOS DE COMPUTACION,1207-21,DEPRECIACION ACUMALADA EQUIPOS DE COMPUTACION,,,,,Acumulado Anterior,,,,,,,,,,0,2271718.0000,-2271718.0000,
,40025695,1209-01 MUEBLES UTILES E INSTALACIONES,1209-01,MUEBLES UTILES E INSTALACIONES,,,,,Acumulado Anterior,,,,,,,,,,1025914.0000,147050.0000,878864.0000,
,40026488,1209-16 HERRAMIENTAS,1209-16,HERRAMIENTAS,,,,,Acumulado Anterior,,,,,,,,,,3864160.0000,0,3864160.0000,
,40026246,2101-06 LINEA DE SOBREGIRO BCI,2101-06,LINEA DE SOBREGIRO BCI,,,,,Acumulado Anterior,,,,,,,,,,3843335.0000,3843335.0000,0.0000,
,40026847,2101-36 PRESTAMO PATRICIA RIOS L/PLAZO,2101-36,PRESTAMO PATRICIA RIOS L/PLAZO,,,,,Acumulado Anterior,,,,,,,,,,7141524.0000,8354464.0000,1212940.0000,
,40026848,2101-37 PRESTAMO CRISSE ACEVEDO L/PLAZO,2101-37,PRESTAMO CRISSE ACEVEDO L/PLAZO,,,,,Acumulado Anterior,,,,,,,,,,24029127.0000,42117228.0000,18088101.0000,
129801169,40026848,2101-37 PRESTAMO CRISSE ACEVEDO L/PLAZO,2101-37,PRESTAMO CRISSE ACEVEDO L/PLAZO,2026-08-10T00:00:00.000Z,Egreso,2178,2,Crisse acevedo rios,,,,,,,,,,192901.0000,0,17895200.0000,476202159
129801177,40026848,2101-37 PRESTAMO CRISSE ACEVEDO L/PLAZO,2101-37,PRESTAMO CRISSE ACEVEDO L/PLAZO,2026-08-10T00:00:00.000Z,Egreso,2180,2,Crisse evelyn acevedo rios,,,,,,,,,,525920.0000,0,17369280.0000,476202175
,40026849,2102-01 PRESTAMO BCO. BCI HIPOTECARIO 202,2102-01,PRESTAMO BCO. BCI HIPOTECARIO 202,,,,,Acumulado Anterior,,,,,,,,,,15804831.0000,82426990.0000,66622159.0000,
129801285,40026849,2102-01 PRESTAMO BCO. BCI HIPOTECARIO 202,2102-01,PRESTAMO BCO. BCI HIPOTECARIO 202,2026-08-07T00:00:00.000Z,Egreso,2181,2,Pago credito d03109020109 038/060,,,,,,,,,,2374033.0000,0,64248126.0000,476202527
,40026850,2102-02 PRESTAMO BCO. BCI L/PLAZO 2023,2102-02,PRESTAMO BCO. BCI L/PLAZO 2023,,,,,Acumulado Anterior,,,,,,,,,,1977896.0000,1977896.0000,0.0000,
,40026851,2102-03 PRESTAMO BCO. CHILE C/PLAZO 2023,2102-03,PRESTAMO BCO. CHILE C/PLAZO 2023,,,,,Acumulado Anterior,,,,,,,,,,8162528.0000,8162528.0000,0.0000,
,40025722,2105-01 FACTURAS POR PAGAR,2105-01,FACTURAS POR PAGAR,,,,,Acumulado Anterior,,,,,,,,,,757187978.0000,832669325.0000,75481347.0000,
129544864,40025722,2105-01 FACTURAS POR PAGAR,2105-01,FACTURAS POR PAGAR,2026-08-03T00:00:00.000Z,Egreso,2151,1,Of centra,,,,,,,,,,2344300.0000,0,73137047.0000,475365670
129544847,40025722,2105-01 FACTURAS POR PAGAR,2105-01,FACTURAS POR PAGAR,2026-08-04T00:00:00.000Z,Egreso,2149,1,Of centra,,,,,,,,,,481823.0000,0,72655224.0000,475365632
129544857,40025722,2105-01 FACTURAS POR PAGAR,2105-01,FACTURAS POR PAGAR,2026-08-04T00:00:00.000Z,Egreso,2150,1,Of centra,,,,,,,,,,1368500.0000,0,71286724.0000,475365653
129544788,40025722,2105-01 FACTURAS POR PAGAR,2105-01,FACTURAS POR PAGAR,2026-08-05T00:00:00.000Z,Egreso,2146,1,Ugca aut merpago*mercadoli 62148,,,,,,,,,,109900.0000,0,71176824.0000,475365460
129544821,40025722,2105-01 FACTURAS POR PAGAR,2105-01,FACTURAS POR PAGAR,2026-08-05T00:00:00.000Z,Egreso,2147,1,Of centra,,,,,,,,,,571200.0000,0,70605624.0000,475365567
129544837,40025722,2105-01 FACTURAS POR PAGAR,2105-01,FACTURAS POR PAGAR,2026-08-05T00:00:00.000Z,Egreso,2148,1,Of centra,,,,,,,,,,291050.0000,0,70314574.0000,475365609
129822996,40025722,2105-01 FACTURAS POR PAGAR,2105-01,FACTURAS POR PAGAR,2026-08-05T00:00:00.000Z,Egreso,2183,1,Of centra,,,,,,,,,,143419.0000,0,70171155.0000,476281232
129544763,40025722,2105-01 FACTURAS POR PAGAR,2105-01,FACTURAS POR PAGAR,2026-08-06T00:00:00.000Z,Egreso,2145,1,Of virt u pac reale chile,,,,,,,,,,125015.0000,0,70046140.0000,475365385
129802060,40025722,2105-01 FACTURAS POR PAGAR,2105-01,FACTURAS POR PAGAR,2026-08-07T00:00:00.000Z,Ingreso,873,3,Ingreso cencosud retail s.a.,,,,,,,,,,10946381.0000,0,59099759.0000,476205682
129544743,40025722,2105-01 FACTURAS POR PAGAR,2105-01,FACTURAS POR PAGAR,2026-08-10T00:00:00.000Z,Egreso,2143,1,Of centra,,,,,,,,,,107100.0000,0,58992659.0000,475365312
129544751,40025722,2105-01 FACTURAS POR PAGAR,2105-01,FACTURAS POR PAGAR,2026-08-10T00:00:00.000Z,Egreso,2144,1,Of centra,,,,,,,,,,1874250.0000,0,57118409.0000,475365334
129544479,40025722,2105-01 FACTURAS POR PAGAR,2105-01,FACTURAS POR PAGAR,2026-08-12T00:00:00.000Z,Egreso,2142,1,Ugca aut las brujas de tal 805554,,,,,,,,,,612505.0000,0,56505904.0000,475364531
129800978,40025722,2105-01 FACTURAS POR PAGAR,2105-01,FACTURAS POR PAGAR,2026-08-12T00:00:00.000Z,Egreso,2175,2,Of centra pago cuentas via internet,,,,,,,,,,221578.0000,0,56284326.0000,476201233
129544447,40025722,2105-01 FACTURAS POR PAGAR,2105-01,FACTURAS POR PAGAR,2026-08-13T00:00:00.000Z,Egreso,2141,1,Of centra,,,,,,,,,,202300.0000,0,56082026.0000,475364428
129726697,40025722,2105-01 FACTURAS POR PAGAR,2105-01,FACTURAS POR PAGAR,2026-08-14T00:00:00.000Z,Ingreso,870,3,Buin deposito cheque/documento,,,,,,,,,,11007409.0000,0,45074617.0000,475946854
129544034,40025722,2105-01 FACTURAS POR PAGAR,2105-01,FACTURAS POR PAGAR,2026-08-17T00:00:00.000Z,Egreso,2139,1,Of centra,,,,,,,,,,6297787.0000,0,38776830.0000,475363341
129543892,40025722,2105-01 FACTURAS POR PAGAR,2105-01,FACTURAS POR PAGAR,2026-08-18T00:00:00.000Z,Egreso,2137,1,Of centra,,,,,,,,,,23800.0000,0,38753030.0000,475362855
129723002,40025722,2105-01 FACTURAS POR PAGAR,2105-01,FACTURAS POR PAGAR,2026-08-18T00:00:00.000Z,Egreso,2168,1,Of centra,,,,,,,,,,2473950.0000,0,36279080.0000,475932495
129543826,40025722,2105-01 FACTURAS POR PAGAR,2105-01,FACTURAS POR PAGAR,2026-08-19T00:00:00.000Z,Egreso,2135,1,Of virt u pac bci seguros gene,,,,,,,,,,2451.0000,0,36276629.0000,475362631
129543847,40025722,2105-01 FACTURAS POR PAGAR,2105-01,FACTURAS POR PAGAR,2026-08-19T00:00:00.000Z,Egreso,2136,1,Of centra,,,,,,,,,,823549.0000,0,35453080.0000,475362695
129543702,40025722,2105-01 FACTURAS POR PAGAR,2105-01,FACTURAS POR PAGAR,2026-08-20T00:00:00.000Z,Egreso,2134,1,Of centra,,,,,,,,,,203225.0000,0,35249855.0000,475362244
129825645,40025722,2105-01 FACTURAS POR PAGAR,2105-01,FACTURAS POR PAGAR,2026-08-20T00:00:00.000Z,Egreso,2189,2,Of centra,,,,,,,,,,161721.0000,0,35088134.0000,476289896
129543491,40025722,2105-01 FACTURAS POR PAGAR,2105-01,FACTURAS POR PAGAR,2026-08-21T00:00:00.000Z,Egreso,2132,1,Of centra,,,,,,,,,,1081853.0000,0,34006281.0000,475361599
129543520,40025722,2105-01 FACTURAS POR PAGAR,2105-01,FACTURAS POR PAGAR,2026-08-21T00:00:00.000Z,Egreso,2133,1,Of centra,,,,,,,,,,173521.0000,0,33832760.0000,475361685
129722480,40025722,2105-01 FACTURAS POR PAGAR,2105-01,FACTURAS POR PAGAR,2026-08-21T00:00:00.000Z,Ingreso,867,3,Buin deposito cheque/documento,,,,,,,,,,7613618.0000,0,26219142.0000,475930835
129542433,40025722,2105-01 FACTURAS POR PAGAR,2105-01,FACTURAS POR PAGAR,2026-08-24T00:00:00.000Z,Egreso,2127,1,Of centra,,,,,,,,,,2189600.0000,0,24029542.0000,475358882
129542798,40025722,2105-01 FACTURAS POR PAGAR,2105-01,FACTURAS POR PAGAR,2026-08-24T00:00:00.000Z,Egreso,2129,1,Of centra,,,,,,,,,,502600.0000,0,23526942.0000,475359678
129542945,40025722,2105-01 FACTURAS POR PAGAR,2105-01,FACTURAS POR PAGAR,2026-08-24T00:00:00.000Z,Egreso,2130,1,Of centra,,,,,,,,,,557260.0000,0,22969682.0000,475360065
129543293,40025722,2105-01 FACTURAS POR PAGAR,2105-01,FACTURAS POR PAGAR,2026-08-24T00:00:00.000Z,Egreso,2131,1,Of centra,,,,,,,,,,1249500.0000,0,21720182.0000,475361001
129541496,40025722,2105-01 FACTURAS POR PAGAR,2105-01,FACTURAS POR PAGAR,2026-08-25T00:00:00.000Z,Egreso,2124,1,Of centra,,,,,,,,,,612968.0000,0,21107214.0000,475356625
129541793,40025722,2105-01 FACTURAS POR PAGAR,2105-01,FACTURAS POR PAGAR,2026-08-25T00:00:00.000Z,Egreso,2125,1,Of centra pago cuentas via internet,,,,,,,,,,42596.0000,0,21064618.0000,475357317
129541955,40025722,2105-01 FACTURAS POR PAGAR,2105-01,FACTURAS POR PAGAR,2026-08-25T00:00:00.000Z,Egreso,2126,1,Of centra,,,,,,,,,,197740.0000,0,20866878.0000,475357904
129720659,40025722,2105-01 FACTURAS POR PAGAR,2105-01,FACTURAS POR PAGAR,2026-08-25T00:00:00.000Z,Egreso,2164,1,Of centra pago cuentas via internet,,,,,,,,,,50499.0000,0,20816379.0000,475924812
129720659,40025722,2105-01 FACTURAS POR PAGAR,2105-01,FACTURAS POR PAGAR,2026-08-25T00:00:00.000Z,Egreso,2164,2,Of centra pago cuentas via internet,,,,,,,,,,5325.0000,0,20811054.0000,475924813
129720659,40025722,2105-01 FACTURAS POR PAGAR,2105-01,FACTURAS POR PAGAR,2026-08-25T00:00:00.000Z,Egreso,2164,3,Of centra pago cuentas via internet,,,,,,,,,,60400.0000,0,20750654.0000,475924814
129541481,40025722,2105-01 FACTURAS POR PAGAR,2105-01,FACTURAS POR PAGAR,2026-08-26T00:00:00.000Z,Egreso,2123,1,Of virt u pac bci seguros gene,,,,,,,,,,195748.0000,0,20554906.0000,475356528
129634366,40025722,2105-01 FACTURAS POR PAGAR,2105-01,FACTURAS POR PAGAR,2026-08-26T00:00:00.000Z,Egreso,2162,2,Pago f 1735 transportes san benito de palermo spa,,,,,,,,,,79991.0000,0,20474915.0000,475666645
129541470,40025722,2105-01 FACTURAS POR PAGAR,2105-01,FACTURAS POR PAGAR,2026-08-27T00:00:00.000Z,Egreso,2122,1,Of centra,,,,,,,,,,83300.0000,0,20391615.0000,475356476
129546586,40025722,2105-01 FACTURAS POR PAGAR,2105-01,FACTURAS POR PAGAR,2026-08-28T00:00:00.000Z,Egreso,2155,1,Of centra pago cuentas via internet,,,,,,,,,,3081400.0000,0,17310215.0000,475371455
129546614,40025722,2105-01 FACTURAS POR PAGAR,2105-01,FACTURAS POR PAGAR,2026-08-28T00:00:00.000Z,Egreso,2156,1,Of centra pago cuentas via internet,,,,,,,,,,512537.0000,0,16797678.0000,475371570
129546614,40025722,2105-01 FACTURAS POR PAGAR,2105-01,FACTURAS POR PAGAR,2026-08-28T00:00:00.000Z,Egreso,2156,2,Of centra pago cuentas via internet,,,,,,,,,,4419.0000,0,16793259.0000,475371571
129632496,40025722,2105-01 FACTURAS POR PAGAR,2105-01,FACTURAS POR PAGAR,2026-08-28T00:00:00.000Z,Egreso,2157,1,Of centra,,,,,,,,,,6304784.0000,0,10488475.0000,475659755
129632737,40025722,2105-01 FACTURAS POR PAGAR,2105-01,FACTURAS POR PAGAR,2026-08-28T00:00:00.000Z,Egreso,2158,1,Of centra,,,,,,,,,,7000000.0000,0,3488475.0000,475660496
129633649,40025722,2105-01 FACTURAS POR PAGAR,2105-01,FACTURAS POR PAGAR,2026-08-28T00:00:00.000Z,Egreso,2161,2,Autopista vespucio norte,,,,,,,,,,192216.0000,0,3296259.0000,475663614
129632214,40025722,2105-01 FACTURAS POR PAGAR,2105-01,FACTURAS POR PAGAR,2026-08-28T00:00:00.000Z,Ingreso,864,3,Ingresos cencosud retail s.a. 28-08-2026,,,,,,,,,,7630224.0000,0,-4333965.0000,475657316
